配置,模型,指标,均值
仅关闭历史路径强化,三个 GP 表达式均值,总沉积的有效边数,497.68722352228264
仅关闭历史路径强化,三个 GP 表达式均值,关闭构造树后的选择概率差,0.0010867799325895051
仅关闭历史路径强化,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
仅关闭历史路径强化,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.06466518423571845
仅关闭历史路径强化,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.0020820377280265333
仅关闭历史路径强化,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.04403259585777819
仅关闭历史路径强化,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.0
仅关闭信息素下界保护,不使用 GP,强化来源与本轮最优路径的边重合率,0.9698133706467663
仅关闭信息素下界保护,不使用 GP,强化来源与历史全局最优路径的边重合率,0.9374089552238806
仅关闭信息素下界保护,不使用 GP,与本轮最优路径完全相同的来源预算比例,0.8217661691542288
仅关闭信息素下界保护,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.5928793532338309
仅关闭信息素下界保护,不使用 GP,2-opt 后不同路径数量,11.751150497512437
仅关闭信息素下界保护,不使用 GP,构造路径之间的边不一致率,0.06152908328819612
仅关闭信息素下界保护,不使用 GP,2-opt 后路径之间的边不一致率,0.06302651247291768
仅关闭信息素下界保护,不使用 GP,2-opt 后边频率的有效边数,539.6382819529075
仅关闭信息素下界保护,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.6382428661409632e-08
仅关闭信息素下界保护,不使用 GP,总沉积的有效边数,500.0
仅关闭信息素下界保护,不使用 GP,关闭构造树后的选择概率差,1.1962636809924024e-08
仅关闭信息素下界保护,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
仅关闭信息素下界保护,不使用 GP,按可行城市数归一化的选择熵,0.06933331249190967
仅关闭信息素下界保护,不使用 GP,候选耗尽后贪心回退比例,0.002751865671641791
仅关闭信息素下界保护,不使用 GP,同一来源内残差乘数的标准差,0.0
仅关闭信息素下界保护,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.17823383084577116
仅关闭信息素下界保护,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9809498134328359
仅关闭信息素下界保护,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9469011815920397
仅关闭信息素下界保护,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.8666044776119403
仅关闭信息素下界保护,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.5894589552238806
仅关闭信息素下界保护,第一个 GP 表达式,2-opt 后不同路径数量,9.371455223880597
仅关闭信息素下界保护,第一个 GP 表达式,构造路径之间的边不一致率,0.0367596337867116
仅关闭信息素下界保护,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.04053631101047182
仅关闭信息素下界保护,第一个 GP 表达式,2-opt 后边频率的有效边数,524.831418467291
仅关闭信息素下界保护,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.02016420007081924
仅关闭信息素下界保护,第一个 GP 表达式,总沉积的有效边数,497.4250379526955
仅关闭信息素下界保护,第一个 GP 表达式,关闭构造树后的选择概率差,1.1391646291418003e-08
仅关闭信息素下界保护,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭信息素下界保护,第一个 GP 表达式,按可行城市数归一化的选择熵,0.05835558049147021
仅关闭信息素下界保护,第一个 GP 表达式,候选耗尽后贪心回退比例,0.0017335199004975125
仅关闭信息素下界保护,第一个 GP 表达式,同一来源内残差乘数的标准差,0.04090328949773973
仅关闭信息素下界保护,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.1333955223880597
仅关闭信息素下界保护,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9855849502487564
仅关闭信息素下界保护,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.948101803482587
仅关闭信息素下界保护,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.8862251243781094
仅关闭信息素下界保护,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.6001554726368159
仅关闭信息素下界保护,第二个 GP 表达式,2-opt 后不同路径数量,7.921952736318408
仅关闭信息素下界保护,第二个 GP 表达式,构造路径之间的边不一致率,0.02679539901299952
仅关闭信息素下界保护,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.031413803587907234
仅关闭信息素下界保护,第二个 GP 表达式,2-opt 后边频率的有效边数,519.048933463784
仅关闭信息素下界保护,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.012562730195166528
仅关闭信息素下界保护,第二个 GP 表达式,总沉积的有效边数,498.7014014296743
仅关闭信息素下界保护,第二个 GP 表达式,关闭构造树后的选择概率差,0.0025162627409586547
仅关闭信息素下界保护,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭信息素下界保护,第二个 GP 表达式,按可行城市数归一化的选择熵,0.05270218495988886
仅关闭信息素下界保护,第二个 GP 表达式,候选耗尽后贪心回退比例,0.0013098569651741293
仅关闭信息素下界保护,第二个 GP 表达式,同一来源内残差乘数的标准差,0.02925804514745873
仅关闭信息素下界保护,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.11377487562189055
仅关闭信息素下界保护,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9800692786069651
仅关闭信息素下界保护,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9468699004975123
仅关闭信息素下界保护,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.8633084577114428
仅关闭信息素下界保护,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.5947450248756219
仅关闭信息素下界保护,第三个 GP 表达式,2-opt 后不同路径数量,9.506187810945274
仅关闭信息素下界保护,第三个 GP 表达式,构造路径之间的边不一致率,0.03850774278807575
仅关闭信息素下界保护,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.042163344818247475
仅关闭信息素下界保护,第三个 GP 表达式,2-opt 后边频率的有效边数,525.8964558581858
仅关闭信息素下界保护,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.019878502806933627
仅关闭信息素下界保护,第三个 GP 表达式,总沉积的有效边数,497.68609333943726
仅关闭信息素下界保护,第三个 GP 表达式,关闭构造树后的选择概率差,1.1471705475933645e-08
仅关闭信息素下界保护,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭信息素下界保护,第三个 GP 表达式,按可行城市数归一化的选择熵,0.05939970947925953
仅关闭信息素下界保护,第三个 GP 表达式,候选耗尽后贪心回退比例,0.0018695584577114429
仅关闭信息素下界保护,第三个 GP 表达式,同一来源内残差乘数的标准差,0.03886522107279882
仅关闭信息素下界保护,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.1366915422885572
仅关闭信息素下界保护,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,0.9822013474295191
仅关闭信息素下界保护,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9472909618573799
仅关闭信息素下界保护,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,0.8720460199004975
仅关闭信息素下界保护,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.5947864842454395
仅关闭信息素下界保护,三个 GP 表达式均值,2-opt 后不同路径数量,8.933198590381426
仅关闭信息素下界保护,三个 GP 表达式均值,构造路径之间的边不一致率,0.034020925195928954
仅关闭信息素下界保护,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.03803781980554219
仅关闭信息素下界保护,三个 GP 表达式均值,2-opt 后边频率的有效边数,523.2589359297536
仅关闭信息素下界保护,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.017535144357639795
仅关闭信息素下界保护,三个 GP 表达式均值,总沉积的有效边数,497.93751090726903
仅关闭信息素下界保护,三个 GP 表达式均值,关闭构造树后的选择概率差,0.000838761868103474
仅关闭信息素下界保护,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
仅关闭信息素下界保护,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.056819158310206196
仅关闭信息素下界保护,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.0016376451077943614
仅关闭信息素下界保护,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.036342185239332435
仅关闭信息素下界保护,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.12795398009950248
关闭下界保护与历史路径强化,不使用 GP,强化来源与本轮最优路径的边重合率,1.0
关闭下界保护与历史路径强化,不使用 GP,强化来源与历史全局最优路径的边重合率,0.8758699004975126
关闭下界保护与历史路径强化,不使用 GP,与本轮最优路径完全相同的来源预算比例,1.0
关闭下界保护与历史路径强化,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.1474191542288557
关闭下界保护与历史路径强化,不使用 GP,2-opt 后不同路径数量,21.451212686567164
关闭下界保护与历史路径强化,不使用 GP,构造路径之间的边不一致率,0.13513805631620124
关闭下界保护与历史路径强化,不使用 GP,2-opt 后路径之间的边不一致率,0.13592752329581928
关闭下界保护与历史路径强化,不使用 GP,2-opt 后边频率的有效边数,584.7383229533555
关闭下界保护与历史路径强化,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.6000176225707077e-08
关闭下界保护与历史路径强化,不使用 GP,总沉积的有效边数,500.0
关闭下界保护与历史路径强化,不使用 GP,关闭构造树后的选择概率差,1.3832950442236623e-08
关闭下界保护与历史路径强化,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
关闭下界保护与历史路径强化,不使用 GP,按可行城市数归一化的选择熵,0.09819372222789542
关闭下界保护与历史路径强化,不使用 GP,候选耗尽后贪心回退比例,0.006325792910447761
关闭下界保护与历史路径强化,不使用 GP,同一来源内残差乘数的标准差,0.0
关闭下界保护与历史路径强化,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.0
关闭下界保护与历史路径强化,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭下界保护与历史路径强化,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.901442972636816
关闭下界保护与历史路径强化,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭下界保护与历史路径强化,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.17994402985074626
关闭下界保护与历史路径强化,第一个 GP 表达式,2-opt 后不同路径数量,11.629508706467663
关闭下界保护与历史路径强化,第一个 GP 表达式,构造路径之间的边不一致率,0.04832169445113144
关闭下界保护与历史路径强化,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.05353605134609212
关闭下界保护与历史路径强化,第一个 GP 表达式,2-opt 后边频率的有效边数,532.6567946187619
关闭下界保护与历史路径强化,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.028132445450091095
关闭下界保护与历史路径强化,第一个 GP 表达式,总沉积的有效边数,496.4062466863108
关闭下界保护与历史路径强化,第一个 GP 表达式,关闭构造树后的选择概率差,1.2077358515529715e-08
关闭下界保护与历史路径强化,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭下界保护与历史路径强化,第一个 GP 表达式,按可行城市数归一化的选择熵,0.06277983169010849
关闭下界保护与历史路径强化,第一个 GP 表达式,候选耗尽后贪心回退比例,0.00246035447761194
关闭下界保护与历史路径强化,第一个 GP 表达式,同一来源内残差乘数的标准差,0.05621588076089097
关闭下界保护与历史路径强化,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭下界保护与历史路径强化,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭下界保护与历史路径强化,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.8979677860696517
关闭下界保护与历史路径强化,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭下界保护与历史路径强化,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.18722014925373134
关闭下界保护与历史路径强化,第二个 GP 表达式,2-opt 后不同路径数量,10.023476368159203
关闭下界保护与历史路径强化,第二个 GP 表达式,构造路径之间的边不一致率,0.03666566399354036
关闭下界保护与历史路径强化,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.043136624337987484
关闭下界保护与历史路径强化,第二个 GP 表达式,2-opt 后边频率的有效边数,526.1287396795136
关闭下界保护与历史路径强化,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.017068936142539615
关闭下界保护与历史路径强化,第二个 GP 表达式,总沉积的有效边数,498.13387476753127
关闭下界保护与历史路径强化,第二个 GP 表达式,关闭构造树后的选择概率差,0.0028043451640126548
关闭下界保护与历史路径强化,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭下界保护与历史路径强化,第二个 GP 表达式,按可行城市数归一化的选择熵,0.05626344150791976
关闭下界保护与历史路径强化,第二个 GP 表达式,候选耗尽后贪心回退比例,0.001970615671641791
关闭下界保护与历史路径强化,第二个 GP 表达式,同一来源内残差乘数的标准差,0.03961163249998046
关闭下界保护与历史路径强化,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭下界保护与历史路径强化,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭下界保护与历史路径强化,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9031394900497512
关闭下界保护与历史路径强化,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭下界保护与历史路径强化,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.18174751243781095
关闭下界保护与历史路径强化,第三个 GP 表达式,2-opt 后不同路径数量,12.173414179104478
关闭下界保护与历史路径强化,第三个 GP 表达式,构造路径之间的边不一致率,0.052224195679866796
关闭下界保护与历史路径强化,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.05754332006800675
关闭下界保护与历史路径强化,第三个 GP 表达式,2-opt 后边频率的有效边数,535.1221092765963
关闭下界保护与历史路径强化,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.02837590659858599
关闭下界保护与历史路径强化,第三个 GP 表达式,总沉积的有效边数,496.6625980152853
关闭下界保护与历史路径强化,第三个 GP 表达式,关闭构造树后的选择概率差,1.2155131546894294e-08
关闭下界保护与历史路径强化,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭下界保护与历史路径强化,第三个 GP 表达式,按可行城市数归一化的选择熵,0.0645393381616575
关闭下界保护与历史路径强化,第三个 GP 表达式,候选耗尽后贪心回退比例,0.0025478078358208956
关闭下界保护与历史路径强化,第三个 GP 表达式,同一来源内残差乘数的标准差,0.05482712785535982
关闭下界保护与历史路径强化,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭下界保护与历史路径强化,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,1.0
关闭下界保护与历史路径强化,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9008500829187396
关闭下界保护与历史路径强化,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,1.0
关闭下界保护与历史路径强化,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.18297056384742955
关闭下界保护与历史路径强化,三个 GP 表达式均值,2-opt 后不同路径数量,11.275466417910447
关闭下界保护与历史路径强化,三个 GP 表达式均值,构造路径之间的边不一致率,0.045737184708179536
关闭下界保护与历史路径强化,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.051405331917362115
关闭下界保护与历史路径强化,三个 GP 表达式均值,2-opt 后边频率的有效边数,531.3025478582906
关闭下界保护与历史路径强化,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.024525762730405562
关闭下界保护与历史路径强化,三个 GP 表达式均值,总沉积的有效边数,497.06757315637583
关闭下界保护与历史路径强化,三个 GP 表达式均值,关闭构造树后的选择概率差,0.000934789798834239
关闭下界保护与历史路径强化,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
关闭下界保护与历史路径强化,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.06119420378656192
关闭下界保护与历史路径强化,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.002326259328358209
关闭下界保护与历史路径强化,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.050218213705410415
关闭下界保护与历史路径强化,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.0
仅关闭重启,不使用 GP,强化来源与本轮最优路径的边重合率,0.9967503731343285
仅关闭重启,不使用 GP,强化来源与历史全局最优路径的边重合率,0.9986611940298507
仅关闭重启,不使用 GP,与本轮最优路径完全相同的来源预算比例,0.9794465174129353
仅关闭重启,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.9872823383084577
仅关闭重启,不使用 GP,2-opt 后不同路径数量,16.40009328358209
仅关闭重启,不使用 GP,构造路径之间的边不一致率,0.025274324070173326
仅关闭重启,不使用 GP,2-opt 后路径之间的边不一致率,0.031425152338107845
仅关闭重启,不使用 GP,2-opt 后边频率的有效边数,517.1123858146867
仅关闭重启,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.618043928760035e-08
仅关闭重启,不使用 GP,总沉积的有效边数,500.0
仅关闭重启,不使用 GP,关闭构造树后的选择概率差,2.368155052608865e-08
仅关闭重启,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
仅关闭重启,不使用 GP,按可行城市数归一化的选择熵,0.05714085472966365
仅关闭重启,不使用 GP,候选耗尽后贪心回退比例,0.0008065143034825871
仅关闭重启,不使用 GP,同一来源内残差乘数的标准差,0.0
仅关闭重启,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.020553482587064676
仅关闭重启,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9978835820895523
仅关闭重启,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.999639552238806
仅关闭重启,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.9837686567164179
仅关闭重启,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.9923818407960199
仅关闭重启,第一个 GP 表达式,2-opt 后不同路径数量,16.36610696517413
仅关闭重启,第一个 GP 表达式,构造路径之间的边不一致率,0.022172449621850426
仅关闭重启,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.028994991022709034
仅关闭重启,第一个 GP 表达式,2-opt 后边频率的有效边数,515.4164774369943
仅关闭重启,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.004176065801675287
仅关闭重启,第一个 GP 表达式,总沉积的有效边数,499.53480582533666
仅关闭重启,第一个 GP 表达式,关闭构造树后的选择概率差,2.3687426615540863e-08
仅关闭重启,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭重启,第一个 GP 表达式,按可行城市数归一化的选择熵,0.055630057877538025
仅关闭重启,第一个 GP 表达式,候选耗尽后贪心回退比例,0.0006665889303482587
仅关闭重启,第一个 GP 表达式,同一来源内残差乘数的标准差,0.008014390056444168
仅关闭重启,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.01623134328358209
仅关闭重启,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9983825248756217
仅关闭重启,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9999243781094528
仅关闭重启,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.9862562189054727
仅关闭重启,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.9965796019900498
仅关闭重启,第二个 GP 表达式,2-opt 后不同路径数量,10.789552238805971
仅关闭重启,第二个 GP 表达式,构造路径之间的边不一致率,0.014051626945915583
仅关闭重启,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.017239957972235598
仅关闭重启,第二个 GP 表达式,2-opt 后边频率的有效边数,509.315789317686
仅关闭重启,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.002308918951541475
仅关闭重启,第二个 GP 表达式,总沉积的有效边数,499.7975004874872
仅关闭重启,第二个 GP 表达式,关闭构造树后的选择概率差,0.002168166076950144
仅关闭重启,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭重启,第二个 GP 表达式,按可行城市数归一化的选择熵,0.05015764295530987
仅关闭重启,第二个 GP 表达式,候选耗尽后贪心回退比例,0.00041200248756218904
仅关闭重启,第二个 GP 表达式,同一来源内残差乘数的标准差,0.006325622385361031
仅关闭重启,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.013743781094527363
仅关闭重启,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9977704601990051
仅关闭重启,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.999533893034826
仅关闭重启,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.982773631840796
仅关闭重启,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.9918532338308458
仅关闭重启,第三个 GP 表达式,2-opt 后不同路径数量,16.336007462686567
仅关闭重启,第三个 GP 表达式,构造路径之间的边不一致率,0.022412027563793933
仅关闭重启,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.029136133972275716
仅关闭重启,第三个 GP 表达式,2-opt 后边频率的有效边数,515.5337766647509
仅关闭重启,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.006963878567885541
仅关闭重启,第三个 GP 表达式,总沉积的有效边数,499.56251438833954
仅关闭重启,第三个 GP 表达式,关闭构造树后的选择概率差,2.369926701446748e-08
仅关闭重启,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
仅关闭重启,第三个 GP 表达式,按可行城市数归一化的选择熵,0.05586323881381467
仅关闭重启,第三个 GP 表达式,候选耗尽后贪心回退比例,0.0007307213930348259
仅关闭重启,第三个 GP 表达式,同一来源内残差乘数的标准差,0.012548092699330453
仅关闭重启,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.01722636815920398
仅关闭重启,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,0.9980121890547263
仅关闭重启,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9996992744610282
仅关闭重启,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,0.9842661691542288
仅关闭重启,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.9936048922056385
仅关闭重启,三个 GP 表达式均值,2-opt 后不同路径数量,14.497222222222225
仅关闭重启,三个 GP 表达式均值,构造路径之间的边不一致率,0.019545368043853314
仅关闭重启,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.025123694322406784
仅关闭重启,三个 GP 表达式均值,2-opt 后边频率的有效边数,513.4220144731437
仅关闭重启,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.004482954440367435
仅关闭重启,三个 GP 表达式均值,总沉积的有效边数,499.6316069003878
仅关闭重启,三个 GP 表达式均值,关闭构造树后的选择概率差,0.0007227378212145917
仅关闭重启,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
仅关闭重启,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.05388364654888752
仅关闭重启,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.0006031042703150911
仅关闭重启,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.008962701713711885
仅关闭重启,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.01573383084577114
关闭重启与历史路径强化,不使用 GP,强化来源与本轮最优路径的边重合率,1.0
关闭重启与历史路径强化,不使用 GP,强化来源与历史全局最优路径的边重合率,0.9156220149253731
关闭重启与历史路径强化,不使用 GP,与本轮最优路径完全相同的来源预算比例,1.0
关闭重启与历史路径强化,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.38488805970149254
关闭重启与历史路径强化,不使用 GP,2-opt 后不同路径数量,22.430752487562188
关闭重启与历史路径强化,不使用 GP,构造路径之间的边不一致率,0.11122292669715937
关闭重启与历史路径强化,不使用 GP,2-opt 后路径之间的边不一致率,0.11322662468905473
关闭重启与历史路径强化,不使用 GP,2-opt 后边频率的有效边数,570.4318265717694
关闭重启与历史路径强化,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.7188735374991783e-08
关闭重启与历史路径强化,不使用 GP,总沉积的有效边数,500.0
关闭重启与历史路径强化,不使用 GP,关闭构造树后的选择概率差,2.348511338681755e-08
关闭重启与历史路径强化,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
关闭重启与历史路径强化,不使用 GP,按可行城市数归一化的选择熵,0.09429046911221538
关闭重启与历史路径强化,不使用 GP,候选耗尽后贪心回退比例,0.005068407960199005
关闭重启与历史路径强化,不使用 GP,同一来源内残差乘数的标准差,0.0
关闭重启与历史路径强化,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.0
关闭重启与历史路径强化,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭重启与历史路径强化,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9830217661691544
关闭重启与历史路径强化,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭重启与历史路径强化,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.3620957711442786
关闭重启与历史路径强化,第一个 GP 表达式,2-opt 后不同路径数量,16.618998756218904
关闭重启与历史路径强化,第一个 GP 表达式,构造路径之间的边不一致率,0.02333473810383566
关闭重启与历史路径强化,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.03024724976428342
关闭重启与历史路径强化,第一个 GP 表达式,2-opt 后边频率的有效边数,516.1508059697683
关闭重启与历史路径强化,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.004932286710212501
关闭重启与历史路径强化,第一个 GP 表达式,总沉积的有效边数,499.4379332423004
关闭重启与历史路径强化,第一个 GP 表达式,关闭构造树后的选择概率差,2.3727912919911752e-08
关闭重启与历史路径强化,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭重启与历史路径强化,第一个 GP 表达式,按可行城市数归一化的选择熵,0.05600282910569098
关闭重启与历史路径强化,第一个 GP 表达式,候选耗尽后贪心回退比例,0.000790967039800995
关闭重启与历史路径强化,第一个 GP 表达式,同一来源内残差乘数的标准差,0.009657325357676088
关闭重启与历史路径强化,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭重启与历史路径强化,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭重启与历史路径强化,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9838504975124377
关闭重启与历史路径强化,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭重启与历史路径强化,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.36436567164179107
关闭重启与历史路径强化,第二个 GP 表达式,2-opt 后不同路径数量,10.821299751243782
关闭重启与历史路径强化,第二个 GP 表达式,构造路径之间的边不一致率,0.014348129062349543
关闭重启与历史路径强化,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.017556293131118603
关闭重启与历史路径强化,第二个 GP 表达式,2-opt 后边频率的有效边数,509.50245027909847
关闭重启与历史路径强化,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.002700500977595977
关闭重启与历史路径强化,第二个 GP 表达式,总沉积的有效边数,499.7677874638943
关闭重启与历史路径强化,第二个 GP 表达式,关闭构造树后的选择概率差,0.0022379963322218415
关闭重启与历史路径强化,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭重启与历史路径强化,第二个 GP 表达式,按可行城市数归一化的选择熵,0.05010770610469887
关闭重启与历史路径强化,第二个 GP 表达式,候选耗尽后贪心回退比例,0.0004741915422885572
关闭重启与历史路径强化,第二个 GP 表达式,同一来源内残差乘数的标准差,0.0075294621758013654
关闭重启与历史路径强化,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭重启与历史路径强化,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭重启与历史路径强化,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9811125621890546
